Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Flag_New,Flag_Old,Flag_Recent,Flag_EcoEngine,Flag_Luxury,Flag_TopSeller,Flag_LowSeller
i8,2013,South America,Blue,Diesel,Automatic,4.6,24768,107691.0,6123,Low,0,1,0,0,1,0,0
M3,2015,Asia,Silver,Hybrid,Manual,3.1,25653,66242.0,7612,High,0,1,0,0,0,1,0
X6,2012,North America,Silver,Petrol,Manual,4.8,76633,55096.0,5891,Low,0,1,0,0,0,0,0
M3,2011,Middle East,White,Petrol,Manual,4.9,4610,76473.0,3203,Low,0,1,0,0,1,0,0
i8,2024,Asia,Red,Electric,Automatic,2.3,52703,57172.0,8592,High,0,0,1,0,0,1,0
i8,2017,Europe,Grey,Diesel,Automatic,1.7,12128,45499.0,3506,Low,0,1,0,1,0,0,0
i8,2011,South America,Blue,Hybrid,Manual,2.7,28373,72015.0,3516,Low,0,1,0,0,0,0,0
5 Series,2017,Asia,Grey,Electric,Manual,3.2,147128,81309.0,2006,Low,0,1,0,0,1,0,1
i8,2016,Asia,Blue,Electric,Manual,1.8,168459,31255.0,1557,Low,0,1,0,0,0,0,1
i3,2012,Middle East,Red,Diesel,Automatic,2.0,116347,78668.0,9781,High,0,1,0,0,1,1,0
M5,2015,Africa,Red,Electric,Automatic,4.9,162497,102960.0,3988,Low,0,1,0,0,1,0,0
M3,2015,Europe,Blue,Hybrid,Automatic,4.1,75620,59124.0,8598,High,0,1,0,0,0,1,0
3 Series,2019,Africa,Red,Petrol,Automatic,4.6,196615,117331.0,6107,Low,0,0,0,0,1,0,0
3 Series,2023,Middle East,White,Electric,Manual,4.9,185219,36592.0,8110,High,0,0,1,0,0,1,0
X3,2014,Europe,Silver,Diesel,Automatic,2.8,145707,92475.0,2125,Low,0,1,0,0,1,0,1
7 Series,2022,North America,Red,Petrol,Manual,3.9,185024,104870.0,636,Low,0,0,1,0,1,0,1
X5,2017,South America,Black,Electric,Manual,2.1,52101,112829.0,449,Low,0,1,0,0,1,0,1
i3,2024,Europe,Silver,Hybrid,Automatic,3.4,82877,70481.0,6580,Low,0,0,1,0,0,0,0
X3,2020,Europe,Grey,Electric,Manual,2.2,128120,74112.0,2530,Low,0,0,1,0,0,0,1
X6,2021,Africa,Black,Electric,Automatic,2.1,51495,46246.0,824,Low,0,0,1,0,0,0,1
i8,2014,North America,Grey,Diesel,Automatic,1.8,57890,46180.0,1445,Low,0,1,0,0,0,0,1
i8,2016,South America,Silver,Electric,Manual,3.5,83838,39288.0,5554,Low,0,1,0,0,0,0,0
3 Series,2015,Middle East,Red,Electric,Automatic,4.8,166705,42164.0,1950,Low,0,1,0,0,0,0,1
7 Series,2020,North America,Grey,Hybrid,Automatic,1.9,150951,32669.0,4546,Low,0,0,1,0,0,0,0
X1,2024,Europe,Red,Diesel,Automatic,3.3,122634,110285.0,7174,High,0,0,1,0,1,0,0
X3,2016,Africa,Red,Electric,Automatic,3.9,35137,86744.0,3439,Low,0,1,0,0,1,0,0
X6,2022,Asia,Blue,Petrol,Automatic,3.2,179322,77586.0,292,Low,0,0,1,0,1,0,1
5 Series,2018,Middle East,Silver,Hybrid,Manual,4.7,82961,114241.0,7949,High,0,1,0,0,1,1,0
i3,2012,Africa,Black,Hybrid,Manual,2.1,144328,62121.0,2660,Low,0,1,0,0,0,0,0
M3,2019,Africa,Red,Hybrid,Automatic,1.6,105029,52360.0,3002,Low,0,0,0,1,0,0,0
X1,2016,North America,White,Diesel,Manual,2.8,69665,76628.0,3936,Low,0,1,0,0,1,0,0
i3,2022,Asia,Black,Hybrid,Automatic,3.4,74763,115257.0,4135,Low,0,0,1,0,1,0,0
X1,2019,Africa,Blue,Hybrid,Automatic,2.4,16660,58668.0,6921,Low,0,0,0,0,0,0,0
X6,2012,Asia,Red,Hybrid,Manual,2.1,171481,54557.0,1089,Low,0,1,0,0,0,0,1
i8,2022,North America,Red,Electric,Manual,4.3,88703,117823.0,8657,High,0,0,1,0,1,1,0
X3,2011,Asia,Grey,Diesel,Automatic,2.2,113929,74581.0,5365,Low,0,1,0,0,0,0,0
X6,2021,Asia,Silver,Electric,Automatic,3.0,118287,99407.0,4994,Low,0,0,1,0,1,0,0
M3,2016,South America,White,Hybrid,Manual,4.8,55062,119216.0,8739,High,0,1,0,0,1,1,0
M5,2013,South America,Grey,Petrol,Automatic,3.6,114409,100835.0,5541,Low,0,1,0,0,1,0,0
5 Series,2010,North America,Black,Electric,Manual,3.2,18836,52343.0,1755,Low,0,1,0,0,0,0,1
X5,2015,Africa,Blue,Hybrid,Manual,2.8,59452,114255.0,9517,High,0,1,0,0,1,1,0
5 Series,2020,Asia,Silver,Electric,Manual,3.3,63786,105702.0,4863,Low,0,0,1,0,1,0,0
X1,2015,Europe,Black,Diesel,Automatic,4.1,30393,74979.0,5399,Low,0,1,0,0,0,0,0
7 Series,2015,Asia,Blue,Hybrid,Manual,4.4,22538,46180.0,565,Low,0,1,0,0,0,0,1
3 Series,2011,Europe,White,Electric,Manual,3.8,91924,37070.0,8901,High,0,1,0,0,0,1,0
X1,2010,South America,Blue,Hybrid,Automatic,4.3,15736,37894.0,9903,High,0,1,0,0,0,1,0
X6,2012,Asia,Grey,Hybrid,Manual,1.8,115087,41940.0,8146,High,0,1,0,0,0,1,0
7 Series,2021,Africa,Grey,Petrol,Automatic,1.6,190624,43424.0,9502,High,0,0,1,1,0,1,0
X5,2023,Africa,Blue,Petrol,Automatic,4.1,97752,80221.0,2485,Low,0,0,1,0,1,0,1
3 Series,2011,Africa,White,Electric,Automatic,2.4,28832,99755.0,7283,High,0,1,0,0,1,0,0
7 Series,2015,North America,Grey,Electric,Manual,4.6,14948,42731.0,3084,Low,0,1,0,0,0,0,0
3 Series,2022,Middle East,Red,Petrol,Manual,3.4,61943,105389.0,8664,High,0,0,1,0,1,1,0
M3,2021,Europe,White,Hybrid,Automatic,3.2,160353,31752.0,7587,High,0,0,1,0,0,1,0
3 Series,2015,South America,Grey,Diesel,Automatic,4.2,7283,66015.0,7944,High,0,1,0,0,0,1,0
X6,2022,Asia,Silver,Diesel,Automatic,4.1,22403,51901.0,8332,High,0,0,1,0,0,1,0
X6,2014,South America,Red,Hybrid,Automatic,4.0,193243,85458.0,4340,Low,0,1,0,0,1,0,0
i8,2019,South America,Red,Diesel,Manual,3.9,30239,59581.0,8477,High,0,0,0,0,0,1,0
X5,2019,Middle East,Red,Electric,Automatic,3.3,85283,91202.0,7044,High,0,0,0,0,1,0,0
7 Series,2014,Middle East,Black,Petrol,Manual,4.7,14435,107172.0,1680,Low,0,1,0,0,1,0,1
X6,2018,North America,Grey,Electric,Automatic,4.6,43986,68993.0,6358,Low,0,1,0,0,0,0,0
X3,2023,South America,Blue,Diesel,Manual,2.7,160055,89393.0,168,Low,0,0,1,0,1,0,1
3 Series,2014,Asia,Blue,Electric,Manual,4.3,50775,43304.0,633,Low,0,1,0,0,0,0,1
X6,2022,Middle East,Blue,Diesel,Automatic,4.6,44162,61102.0,1719,Low,0,0,1,0,0,0,1
X3,2019,Asia,Blue,Petrol,Automatic,3.7,1165,114802.0,6791,Low,0,0,0,0,1,0,0
3 Series,2015,North America,Grey,Hybrid,Automatic,3.4,180703,65194.0,5979,Low,0,1,0,0,0,0,0
3 Series,2020,Europe,Blue,Electric,Automatic,3.9,12534,40251.0,6320,Low,0,0,1,0,0,0,0
X6,2013,Africa,Red,Petrol,Manual,2.1,33886,68707.0,2800,Low,0,1,0,0,0,0,0
X1,2019,North America,Blue,Electric,Manual,1.8,97825,99839.0,7756,High,0,0,0,0,1,1,0
M3,2023,Asia,Black,Diesel,Automatic,4.4,22750,113857.0,1104,Low,0,0,1,0,1,0,1
X6,2023,Asia,White,Hybrid,Manual,3.5,4131,85421.0,5106,Low,0,0,1,0,1,0,0
M5,2024,Asia,Silver,Petrol,Manual,1.9,188066,42706.0,2808,Low,0,0,1,0,0,0,0
X5,2010,Africa,Grey,Petrol,Automatic,3.0,170496,47463.0,4921,Low,0,1,0,0,0,0,0
5 Series,2013,North America,White,Electric,Manual,2.5,119278,46159.0,3946,Low,0,1,0,0,0,0,0
M5,2011,Middle East,Black,Diesel,Automatic,4.6,138471,62841.0,5154,Low,0,1,0,0,0,0,0
i8,2019,Africa,Blue,Electric,Automatic,3.3,190348,76752.0,9095,High,0,0,0,0,1,1,0
i8,2012,North America,Silver,Electric,Manual,3.5,34122,81343.0,7764,High,0,1,0,0,1,1,0
i3,2016,South America,Silver,Hybrid,Manual,2.3,156658,93830.0,6210,Low,0,1,0,0,1,0,0
i3,2016,Middle East,White,Hybrid,Manual,4.3,135242,102349.0,4091,Low,0,1,0,0,1,0,0
X1,2010,Middle East,Blue,Hybrid,Manual,4.8,28312,53213.0,4769,Low,0,1,0,0,0,0,0
3 Series,2017,South America,Silver,Electric,Automatic,4.3,127295,42352.0,340,Low,0,1,0,0,0,0,1
M3,2016,Middle East,White,Hybrid,Automatic,3.2,36740,57080.0,9895,High,0,1,0,0,0,1,0
5 Series,2010,Asia,Red,Petrol,Automatic,4.4,82044,30864.0,7820,High,0,1,0,0,0,1,0
5 Series,2017,Africa,Blue,Diesel,Automatic,2.2,191678,55551.0,2471,Low,0,1,0,0,0,0,1
M5,2023,Asia,Black,Hybrid,Automatic,1.9,126676,80435.0,8674,High,0,0,1,0,1,1,0
i3,2023,Africa,Blue,Hybrid,Manual,3.0,141794,32025.0,2706,Low,0,0,1,0,0,0,0
X5,2011,Africa,Blue,Hybrid,Manual,2.1,35915,106914.0,4470,Low,0,1,0,0,1,0,0
3 Series,2017,South America,Silver,Electric,Automatic,2.4,27699,64054.0,9479,High,0,1,0,0,0,1,0
X5,2012,Asia,Grey,Hybrid,Manual,3.5,16588,105869.0,3060,Low,0,1,0,0,1,0,0
3 Series,2019,Africa,Black,Petrol,Manual,2.9,4290,67698.0,9412,High,0,0,0,0,0,1,0
X5,2016,South America,White,Electric,Manual,4.5,176075,118774.0,3845,Low,0,1,0,0,1,0,0
5 Series,2022,South America,Silver,Petrol,Manual,2.3,48558,51849.0,9057,High,0,0,1,0,0,1,0
M3,2015,Europe,Red,Diesel,Automatic,5.0,89505,42135.0,392,Low,0,1,0,0,0,0,1
i3,2014,Asia,White,Petrol,Automatic,2.8,49427,39623.0,7198,High,0,1,0,0,0,0,0
i8,2024,South America,Grey,Petrol,Manual,3.3,83622,59305.0,1482,Low,0,0,1,0,0,0,1
X5,2020,Europe,Black,Petrol,Manual,2.0,134707,95743.0,846,Low,0,0,1,0,1,0,1
X1,2019,Asia,Silver,Petrol,Manual,3.5,36401,30497.0,6117,Low,0,0,0,0,0,0,0
M3,2023,Asia,Blue,Diesel,Manual,4.9,97347,63085.0,4046,Low,0,0,1,0,0,0,0
i3,2020,Asia,Red,Petrol,Manual,4.1,125693,61471.0,1256,Low,0,0,1,0,0,0,1
X1,2011,North America,Black,Diesel,Manual,2.4,187184,93800.0,2640,Low,0,1,0,0,1,0,0
X5,2011,Middle East,Black,Petrol,Automatic,3.0,65606,76238.0,2114,Low,0,1,0,0,1,0,1
X5,2022,Asia,Silver,Electric,Manual,3.0,188216,68666.0,1559,Low,0,0,1,0,0,0,1
7 Series,2021,Asia,Blue,Electric,Automatic,1.8,95810,46925.0,7500,High,0,0,1,0,0,0,0
i3,2024,Africa,Silver,Hybrid,Manual,4.6,115245,86797.0,1161,Low,0,0,1,0,1,0,1
M5,2010,Middle East,Silver,Petrol,Automatic,2.8,51240,106274.0,6857,Low,0,1,0,0,1,0,0
7 Series,2023,Africa,White,Hybrid,Automatic,3.2,140700,78715.0,1302,Low,0,0,1,0,1,0,1
M3,2018,North America,Grey,Diesel,Automatic,2.5,102056,96521.0,2433,Low,0,1,0,0,1,0,1
M5,2020,North America,White,Electric,Manual,2.0,102228,37785.0,2348,Low,0,0,1,0,0,0,1
X6,2017,Asia,White,Petrol,Manual,4.7,78509,114157.0,5287,Low,0,1,0,0,1,0,0
7 Series,2017,South America,Black,Hybrid,Manual,1.6,126232,61688.0,6616,Low,0,1,0,1,0,0,0
X3,2010,South America,Silver,Electric,Automatic,2.9,54530,118777.0,3034,Low,0,1,0,0,1,0,0
5 Series,2014,North America,Blue,Electric,Automatic,4.1,180253,97342.0,1373,Low,0,1,0,0,1,0,1
7 Series,2021,Africa,White,Petrol,Manual,2.6,118886,35023.0,9416,High,0,0,1,0,0,1,0
7 Series,2015,Asia,Black,Diesel,Automatic,3.1,132949,45864.0,6064,Low,0,1,0,0,0,0,0
i3,2024,Middle East,White,Hybrid,Manual,3.5,62209,46248.0,3194,Low,0,0,1,0,0,0,0
i8,2011,North America,Silver,Diesel,Automatic,5.0,63240,86592.0,6553,Low,0,1,0,0,1,0,0
X6,2019,Europe,Black,Petrol,Manual,4.2,23043,78942.0,7973,High,0,0,0,0,1,1,0
M5,2024,Europe,White,Petrol,Manual,4.9,51655,85761.0,3569,Low,0,0,1,0,1,0,0
M5,2014,Europe,Blue,Electric,Automatic,3.9,74130,58280.0,9228,High,0,1,0,0,0,1,0
X6,2015,North America,White,Diesel,Manual,2.4,68180,105705.0,7700,High,0,1,0,0,1,1,0
i8,2018,Africa,Blue,Electric,Automatic,2.5,113536,64140.0,3536,Low,0,1,0,0,0,0,0
7 Series,2024,Middle East,Silver,Diesel,Automatic,4.4,126312,103880.0,5390,Low,0,0,1,0,1,0,0
i3,2019,Europe,Silver,Diesel,Automatic,3.0,48915,114876.0,7178,High,0,0,0,0,1,0,0
M3,2010,Africa,Blue,Petrol,Manual,2.8,109033,93499.0,6680,Low,0,1,0,0,1,0,0
7 Series,2022,Middle East,Black,Electric,Automatic,4.8,53626,59692.0,8175,High,0,0,1,0,0,1,0
X1,2019,South America,Black,Electric,Manual,1.5,95951,116306.0,2389,Low,0,0,0,1,1,0,1
i8,2012,Africa,Black,Diesel,Automatic,3.3,120827,75909.0,2321,Low,0,1,0,0,1,0,1
3 Series,2021,Asia,Silver,Diesel,Manual,4.2,188807,119350.0,9734,High,0,0,1,0,1,1,0
X1,2018,Middle East,Black,Electric,Manual,4.1,158472,62229.0,6299,Low,0,1,0,0,0,0,0
M3,2024,Europe,Grey,Petrol,Automatic,2.8,105510,31733.0,9382,High,0,0,1,0,0,1,0
X5,2023,Africa,Red,Hybrid,Manual,3.4,124026,85741.0,1881,Low,0,0,1,0,1,0,1
7 Series,2010,North America,Red,Diesel,Manual,1.5,133865,100448.0,2524,Low,0,1,0,1,1,0,1
5 Series,2010,North America,Grey,Electric,Automatic,3.4,61649,77301.0,766,Low,0,1,0,0,1,0,1
X6,2010,Europe,Silver,Petrol,Automatic,3.6,113550,79905.0,3819,Low,0,1,0,0,1,0,0
i8,2016,South America,Red,Hybrid,Manual,4.6,25423,57774.0,5066,Low,0,1,0,0,0,0,0
X6,2022,Africa,Grey,Diesel,Automatic,2.2,70484,75536.0,6194,Low,0,0,1,0,1,0,0
X6,2014,Europe,White,Diesel,Manual,4.4,182510,60084.0,4950,Low,0,1,0,0,0,0,0
X5,2015,North America,Blue,Hybrid,Automatic,4.0,54168,57694.0,471,Low,0,1,0,0,0,0,1
5 Series,2022,Africa,Silver,Hybrid,Manual,3.8,12790,48836.0,3187,Low,0,0,1,0,0,0,0
i8,2024,Europe,Red,Petrol,Manual,2.9,2542,112510.0,4745,Low,0,0,1,0,1,0,0
i8,2023,Africa,Silver,Diesel,Manual,2.8,7055,63434.0,2570,Low,0,0,1,0,0,0,1
M5,2017,Europe,White,Petrol,Automatic,4.0,132784,52678.0,5372,Low,0,1,0,0,0,0,0
7 Series,2023,Africa,Black,Electric,Manual,5.0,86600,48093.0,8196,High,0,0,1,0,0,1,0
X1,2022,Asia,Blue,Hybrid,Automatic,2.9,83941,49144.0,2853,Low,0,0,1,0,0,0,0
3 Series,2011,Asia,White,Petrol,Automatic,4.7,195918,57958.0,4119,Low,0,1,0,0,0,0,0
3 Series,2022,South America,White,Diesel,Manual,3.6,76492,58463.0,5381,Low,0,0,1,0,0,0,0
X3,2011,Africa,Silver,Diesel,Automatic,4.5,24124,84614.0,5799,Low,0,1,0,0,1,0,0
i3,2012,Europe,Grey,Diesel,Automatic,2.3,116085,60630.0,281,Low,0,1,0,0,0,0,1
i8,2022,Europe,Silver,Electric,Manual,4.2,5675,79808.0,7030,High,0,0,1,0,1,0,0
7 Series,2012,Asia,Grey,Hybrid,Automatic,4.4,68375,118589.0,9188,High,0,1,0,0,1,1,0
X5,2022,Africa,Red,Diesel,Manual,4.4,178354,49438.0,6006,Low,0,0,1,0,0,0,0
X6,2012,Asia,Grey,Diesel,Automatic,4.2,105504,47859.0,3330,Low,0,1,0,0,0,0,0
i3,2013,North America,Silver,Diesel,Manual,2.6,78731,88996.0,3882,Low,0,1,0,0,1,0,0
X5,2012,Middle East,Blue,Electric,Automatic,3.3,185993,114165.0,2393,Low,0,1,0,0,1,0,1
X1,2011,Africa,Grey,Hybrid,Manual,2.5,103157,59687.0,286,Low,0,1,0,0,0,0,1
i8,2018,Africa,Red,Electric,Automatic,2.7,35742,91919.0,5609,Low,0,1,0,0,1,0,0
X5,2015,Europe,Grey,Electric,Automatic,2.6,162231,41538.0,630,Low,0,1,0,0,0,0,1
M5,2012,Asia,Grey,Hybrid,Manual,2.5,174437,67483.0,3399,Low,0,1,0,0,0,0,0
M5,2018,Africa,Grey,Petrol,Automatic,3.9,66057,69333.0,7495,High,0,1,0,0,0,0,0
3 Series,2024,Europe,Black,Petrol,Manual,3.8,75760,107292.0,1356,Low,0,0,1,0,1,0,1
X6,2013,Europe,Red,Diesel,Automatic,2.2,66260,74822.0,2013,Low,0,1,0,0,0,0,1
M5,2013,Middle East,Grey,Hybrid,Manual,3.9,68261,31724.0,2738,Low,0,1,0,0,0,0,0
X1,2017,Europe,Blue,Diesel,Automatic,2.5,134117,116797.0,9920,High,0,1,0,0,1,1,0
X5,2016,Asia,Black,Electric,Manual,2.2,126146,80908.0,4745,Low,0,1,0,0,1,0,0
i3,2024,Middle East,Red,Diesel,Manual,4.1,58396,85549.0,8814,High,0,0,1,0,1,1,0
i3,2016,South America,Black,Petrol,Manual,2.8,26212,84211.0,355,Low,0,1,0,0,1,0,1
i3,2019,Middle East,Silver,Petrol,Automatic,3.5,177338,64648.0,8171,High,0,0,0,0,0,1,0
X3,2016,Middle East,Silver,Petrol,Automatic,2.2,196740,37790.0,7601,High,0,1,0,0,0,1,0
i8,2019,South America,Black,Diesel,Automatic,3.6,23554,78400.0,5608,Low,0,0,0,0,1,0,0
X1,2020,Asia,Black,Diesel,Automatic,2.2,181105,80865.0,8029,High,0,0,1,0,1,1,0
X1,2014,Africa,White,Diesel,Automatic,2.1,97215,110929.0,2268,Low,0,1,0,0,1,0,1
X1,2024,Africa,Grey,Petrol,Manual,2.9,9565,74484.0,7072,High,0,0,1,0,0,0,0
3 Series,2016,Europe,Blue,Electric,Manual,4.3,16174,74880.0,9913,High,0,1,0,0,0,1,0
7 Series,2013,North America,Silver,Petrol,Automatic,2.1,129779,54328.0,3677,Low,0,1,0,0,0,0,0
M5,2017,Europe,Grey,Diesel,Automatic,1.9,185863,57622.0,7214,High,0,1,0,0,0,0,0
X6,2018,Europe,White,Hybrid,Manual,1.6,85099,54728.0,6667,Low,0,1,0,1,0,0,0
5 Series,2022,Europe,White,Hybrid,Manual,3.0,193719,103708.0,9966,High,0,0,1,0,1,1,0
M3,2021,Africa,Blue,Petrol,Automatic,2.5,135116,58657.0,3453,Low,0,0,1,0,0,0,0
X6,2012,North America,Black,Hybrid,Automatic,2.5,67957,45861.0,5690,Low,0,1,0,0,0,0,0
5 Series,2016,Europe,Red,Electric,Manual,4.9,13749,40853.0,1099,Low,0,1,0,0,0,0,1
M3,2021,North America,Red,Electric,Manual,2.2,92917,67701.0,8908,High,0,0,1,0,0,1,0
i3,2019,Europe,Black,Electric,Manual,3.1,191308,107955.0,990,Low,0,0,0,0,1,0,1
X3,2018,Asia,Silver,Electric,Manual,5.0,104709,87873.0,3797,Low,0,1,0,0,1,0,0
i3,2010,Europe,Grey,Diesel,Manual,1.6,33865,115116.0,7104,High,0,1,0,1,1,0,0
7 Series,2011,North America,Grey,Hybrid,Automatic,3.9,63385,48146.0,1264,Low,0,1,0,0,0,0,1
X5,2016,Asia,Grey,Diesel,Automatic,2.8,55109,114932.0,5694,Low,0,1,0,0,1,0,0
M5,2024,Middle East,Grey,Petrol,Automatic,4.7,164734,67635.0,2186,Low,0,0,1,0,0,0,1
i8,2022,Europe,Grey,Electric,Manual,4.7,107801,42004.0,3008,Low,0,0,1,0,0,0,0
X3,2011,South America,Silver,Petrol,Automatic,2.9,152475,97261.0,7813,High,0,1,0,0,1,1,0
X3,2016,North America,Silver,Petrol,Automatic,2.3,20532,112042.0,4270,Low,0,1,0,0,1,0,0
5 Series,2010,Middle East,White,Diesel,Automatic,3.0,155196,110975.0,4968,Low,0,1,0,0,1,0,0
5 Series,2024,Middle East,Grey,Electric,Manual,4.9,165799,79174.0,1997,Low,0,0,1,0,1,0,1
5 Series,2012,South America,Black,Hybrid,Manual,2.5,162574,53346.0,5421,Low,0,1,0,0,0,0,0
5 Series,2024,Asia,Blue,Petrol,Manual,4.9,157196,80580.0,1051,Low,0,0,1,0,1,0,1
i3,2014,Middle East,Silver,Hybrid,Automatic,4.4,124610,60961.0,8277,High,0,1,0,0,0,1,0
7 Series,2023,Africa,Red,Electric,Manual,2.4,101364,99209.0,2821,Low,0,0,1,0,1,0,0
i3,2021,Middle East,Black,Diesel,Manual,4.3,156378,62619.0,1199,Low,0,0,1,0,0,0,1
M5,2023,Europe,Black,Diesel,Manual,1.7,91622,91798.0,9233,High,0,0,1,1,1,1,0
X5,2020,North America,Grey,Electric,Automatic,3.4,180908,76746.0,8235,High,0,0,1,0,1,1,0
5 Series,2015,Africa,Blue,Hybrid,Manual,2.8,54094,54459.0,6458,Low,0,1,0,0,0,0,0
X3,2024,North America,Blue,Hybrid,Manual,3.0,105466,58947.0,9590,High,0,0,1,0,0,1,0
i3,2022,North America,Blue,Hybrid,Automatic,3.2,124983,60380.0,817,Low,0,0,1,0,0,0,1
3 Series,2018,Asia,Silver,Petrol,Manual,3.3,6678,99603.0,9002,High,0,1,0,0,1,1,0
7 Series,2018,Africa,Silver,Petrol,Manual,3.8,189990,49876.0,7505,High,0,1,0,0,0,0,0
X3,2012,North America,Silver,Hybrid,Manual,3.9,139540,100034.0,1080,Low,0,1,0,0,1,0,1
X1,2023,South America,Blue,Electric,Manual,4.9,165005,102309.0,4303,Low,0,0,1,0,1,0,0
X3,2017,North America,Blue,Petrol,Automatic,4.2,162591,107969.0,2098,Low,0,1,0,0,1,0,1
5 Series,2022,Asia,Red,Electric,Manual,3.9,77289,41013.0,1895,Low,0,0,1,0,0,0,1
X6,2013,Africa,Grey,Electric,Manual,2.9,139499,68670.0,4532,Low,0,1,0,0,0,0,0
i3,2016,South America,Silver,Electric,Manual,1.9,41790,112661.0,5740,Low,0,1,0,0,1,0,0
7 Series,2015,Middle East,Blue,Petrol,Manual,1.7,189769,62612.0,2702,Low,0,1,0,1,0,0,0
X1,2017,Asia,White,Diesel,Automatic,3.2,182037,118497.0,7096,High,0,1,0,0,1,0,0
3 Series,2015,North America,Grey,Diesel,Automatic,3.8,172462,47855.0,9534,High,0,1,0,0,0,1,0
X3,2013,Asia,Silver,Petrol,Manual,3.8,44440,64976.0,420,Low,0,1,0,0,0,0,1
5 Series,2011,Europe,Red,Hybrid,Manual,4.8,78451,69834.0,9236,High,0,1,0,0,0,1,0
7 Series,2016,North America,Silver,Hybrid,Automatic,2.8,81902,88696.0,2259,Low,0,1,0,0,1,0,1
M3,2020,Middle East,Blue,Petrol,Automatic,3.7,35932,49296.0,2644,Low,0,0,1,0,0,0,0
i3,2024,Europe,Silver,Electric,Manual,4.6,88262,40128.0,9608,High,0,0,1,0,0,1,0
M3,2022,South America,Blue,Diesel,Automatic,2.9,2289,41636.0,7914,High,0,0,1,0,0,1,0
5 Series,2020,South America,White,Diesel,Manual,3.2,169762,53523.0,3942,Low,0,0,1,0,0,0,0
7 Series,2013,Asia,Red,Hybrid,Automatic,4.7,104527,101535.0,3979,Low,0,1,0,0,1,0,0
3 Series,2022,North America,Black,Hybrid,Automatic,3.4,164167,119922.0,2823,Low,0,0,1,0,1,0,0
X3,2018,Europe,Red,Electric,Automatic,4.3,183218,41613.0,5089,Low,0,1,0,0,0,0,0
X6,2018,Middle East,Grey,Electric,Manual,4.8,54714,69188.0,718,Low,0,1,0,0,0,0,1
M5,2016,Middle East,Silver,Electric,Manual,3.5,139283,68954.0,4110,Low,0,1,0,0,0,0,0
X3,2014,Middle East,Black,Diesel,Manual,1.9,64146,114149.0,9371,High,0,1,0,0,1,1,0
X5,2012,South America,Grey,Petrol,Manual,4.4,176911,78876.0,5094,Low,0,1,0,0,1,0,0
X5,2012,Middle East,White,Hybrid,Manual,4.4,27709,41973.0,2598,Low,0,1,0,0,0,0,0
5 Series,2018,Europe,Silver,Hybrid,Manual,1.9,167196,56285.0,5209,Low,0,1,0,0,0,0,0
7 Series,2018,Europe,White,Diesel,Manual,3.4,1371,104199.0,1361,Low,0,1,0,0,1,0,1
3 Series,2021,Middle East,Grey,Electric,Manual,3.2,17185,75321.0,881,Low,0,0,1,0,1,0,1
X6,2022,Africa,Grey,Hybrid,Manual,4.5,147792,45029.0,9608,High,0,0,1,0,0,1,0
M5,2020,Africa,Black,Hybrid,Manual,2.5,52739,69805.0,5756,Low,0,0,1,0,0,0,0
M5,2013,Middle East,Grey,Electric,Manual,3.0,98102,54422.0,6158,Low,0,1,0,0,0,0,0
X6,2020,Africa,Red,Diesel,Automatic,3.6,85043,102991.0,9863,High,0,0,1,0,1,1,0
3 Series,2010,Europe,Black,Electric,Automatic,3.3,6241,116683.0,8567,High,0,1,0,0,1,1,0
X6,2022,Middle East,Red,Diesel,Manual,4.8,189469,108980.0,3637,Low,0,0,1,0,1,0,0
X5,2019,North America,White,Diesel,Automatic,4.9,144108,60530.0,2270,Low,0,0,0,0,0,0,1
3 Series,2014,Middle East,White,Diesel,Manual,1.8,193210,32013.0,1779,Low,0,1,0,0,0,0,1
5 Series,2023,Asia,Grey,Diesel,Manual,2.5,140607,83591.0,7504,High,0,0,1,0,1,0,0
i3,2017,North America,Black,Electric,Manual,1.5,124581,73032.0,9076,High,0,1,0,1,0,1,0
M3,2019,South America,Silver,Petrol,Manual,3.0,104221,59437.0,4543,Low,0,0,0,0,0,0,0
7 Series,2024,Europe,Red,Hybrid,Automatic,3.8,150238,76497.0,6620,Low,0,0,1,0,1,0,0
M5,2024,Middle East,Grey,Diesel,Automatic,3.1,187690,37194.0,5578,Low,0,0,1,0,0,0,0
i8,2013,Middle East,Red,Hybrid,Manual,1.7,176353,75372.0,1116,Low,0,1,0,1,1,0,1
X3,2019,Africa,Grey,Electric,Manual,2.2,189932,32872.0,6585,Low,0,0,0,0,0,0,0
3 Series,2019,Africa,Black,Petrol,Manual,2.1,122065,81436.0,5619,Low,0,0,0,0,1,0,0
5 Series,2013,South America,Black,Diesel,Automatic,3.3,10885,40247.0,7608,High,0,1,0,0,0,1,0
M5,2022,Europe,Red,Diesel,Manual,3.9,44290,88282.0,8000,High,0,0,1,0,1,1,0
X6,2021,Africa,Silver,Electric,Automatic,2.6,189863,107791.0,1199,Low,0,0,1,0,1,0,1
7 Series,2023,Africa,Black,Electric,Manual,2.0,137330,48663.0,6136,Low,0,0,1,0,0,0,0
M3,2018,Middle East,Silver,Diesel,Automatic,4.3,100348,116382.0,1977,Low,0,1,0,0,1,0,1
7 Series,2024,Africa,Silver,Diesel,Manual,4.5,139045,65820.0,1992,Low,0,0,1,0,0,0,1
